,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
7985,37723.0,53057-2021,53057,130696,0.993654280309964,65140,65556,41.8,7096,14288,47228,31961,28464,3.0,117550,1468,3540,3249,502,4387,105247,25449
7986,32221.0,53059-2019,53059,12096,1.0251130085384228,6123,5973,47.7,505,1171,3864,3745,2683,1.0,11221,84,237,133,33,388,11249,847
7987,34759.0,53059-2020,53059,12034,1.0307121160985488,6108,5926,48.4,475,1165,3753,3714,2798,1.0,11116,83,255,128,29,423,11175,859
7988,37691.0,53059-2021,53059,12170,1.0426317556226925,6212,5958,48.5,445,1140,3832,3667,2944,1.0,11211,92,249,135,32,451,11272,898
7989,39527.0,53061-2019,53061,822413,1.0052495550191405,412283,410130,38.1,51955,92415,335354,218400,114242,1.0,630246,31635,13048,100079,5370,42035,733855,88558
7990,41126.0,53061-2020,53061,829331,1.0204916435219022,418871,410460,38.3,50982,94635,338439,219055,115808,1.0,629386,33305,13217,104411,5542,43470,737814,91517
7991,44338.0,53061-2021,53061,833540,1.019508460450061,420796,412744,38.4,49855,93945,343335,215930,119706,1.0,626117,34343,13397,109482,5641,44560,739778,93762
7992,31146.0,53063-2019,53063,522231,0.98518611440562,259167,263064,37.7,30979,58147,212005,128311,86451,2.0,464272,10331,9501,12548,3183,22396,489858,32373
7993,32766.0,53063-2020,53063,540700,0.9968239899549448,269920,270780,37.8,31269,61027,220264,132179,89099,2.0,479355,11067,10008,13095,3461,23714,506097,34603
7994,34340.0,53063-2021,53063,546040,0.9977243708177996,272709,273331,38.0,30331,60864,224252,131643,91795,2.0,482940,11517,10144,13404,3671,24364,509852,36188
7995,26896.0,53065-2019,53065,45815,0.9879805606178946,22769,23046,47.3,2336,4980,13894,12994,10984,2.0,40929,268,2619,361,91,1547,44036,1779
7996,28030.0,53065-2020,53065,46566,1.0147103361744474,23453,23113,46.9,2297,5158,14253,12974,11253,2.0,41549,269,2695,359,90,1604,44732,1834
7997,30518.0,53065-2021,53065,47426,1.0138428874734606,23876,23550,46.7,2218,5267,14726,12850,11708,2.0,42307,289,2693,375,98,1664,45440,1986
7998,35169.0,53067-2019,53067,289661,0.957843581234074,141712,147949,39.2,16613,31363,115211,71655,51454,2.0,236051,10391,5310,17782,2884,17243,262207,27454
7999,36256.0,53067-2020,53067,295729,0.9685475979684078,145502,150227,39.3,16675,32552,117798,72706,52436,2.0,239960,10815,5432,18406,3053,18063,266669,29060
8000,38989.0,53067-2021,53067,297977,0.9707603886269088,146778,151199,39.5,16061,32660,119233,72292,54080,2.0,240656,11519,5437,18842,3165,18358,267885,30092
8001,31110.0,53069-2019,53069,4420,1.013667425968109,2225,2195,54.9,148,390,1153,1220,1455,8.0,4043,31,76,67,10,193,4168,252
8002,28821.0,53069-2020,53069,4443,1.0269160583941606,2251,2192,55.0,146,389,1167,1219,1465,8.0,4062,25,81,72,17,186,4152,291
8003,30226.0,53069-2021,53069,4582,1.0310283687943262,2326,2256,55.0,155,382,1238,1260,1502,8.0,4176,32,82,75,21,196,4306,276
8004,29035.0,53071-2019,53071,61062,1.0321485623003197,31014,30048,37.8,3266,6509,24935,14226,11395,3.0,55707,1362,896,1141,232,1724,47732,13330
8005,30306.0,53071-2020,53071,62574,1.0463062886294516,31995,30579,37.9,3288,6804,25560,14448,11693,3.0,57023,1370,930,1192,238,1821,48672,13902
8006,31615.0,53071-2021,53071,62682,1.049704064615284,32101,30581,38.2,3170,6793,25656,14272,12001,3.0,57076,1390,931,1179,236,1870,48535,14147
8007,32267.0,53073-2019,53073,228675,0.9789277833066504,113120,115555,37.6,11631,22398,98105,53292,40804,3.0,197217,2898,7672,10800,735,9353,206036,22639
8008,33241.0,53073-2020,53073,227304,0.986697315864456,112891,114413,37.9,11120,22568,97539,52898,40647,3.0,195418,2933,7711,10850,712,9680,204236,23068
8009,36504.0,53073-2021,53073,228831,0.9847951288901224,113539,115292,38.2,10580,22437,98607,52723,41938,3.0,196479,3005,7691,11045,709,9902,205339,23492
8010,23560.0,53075-2019,53075,50136,1.0404541939684997,25565,24571,25.2,2043,3683,30536,8110,5334,4.0,42030,1192,433,4241,136,2104,46894,3242
8011,24396.0,53075-2020,53075,47786,1.0361327708892585,24317,23469,25.3,1906,3645,28774,7859,5203,4.0,40137,1110,443,3899,128,2069,44575,3211
8012,26254.0,53075-2021,53075,47873,1.0362824330072309,24363,23510,25.5,1857,3714,28753,7785,5351,4.0,40166,1183,469,3822,137,2096,44633,3240
8013,23459.0,53077-2019,53077,251552,0.9950194305654692,125462,126090,32.9,19876,38311,99682,54188,35423,3.0,218337,3954,17178,3949,780,7354,124891,126661
8014,24305.0,53077-2020,53077,256533,1.0051509727443977,128596,127937,33.0,19580,39540,101969,55317,35700,3.0,222304,4086,17719,4074,794,7556,125403,131130
8015,25069.0,53077-2021,53077,256035,1.0059779372590805,128399,127636,33.1,18738,39183,102620,54740,36193,3.0,221558,4184,17757,4047,805,7684,123468,132567
8016,22899.0,54001-2019,54001,16466,0.9604714847005597,8067,8399,42.9,815,1632,5989,4393,3423,6.0,15902,165,101,50,4,244,16289,177
8017,22440.0,54001-2020,54001,15440,0.9810110341288172,7646,7794,42.8,761,1536,5608,4170,3169,6.0,14830,183,112,50,4,261,15268,172
8018,23616.0,54001-2021,54001,15468,0.9769938650306748,7644,7824,42.4,788,1541,5643,4108,3199,6.0,14836,196,115,49,4,268,15291,177
8019,29994.0,54003-2019,54003,119623,0.9874231599933544,59433,60190,38.8,7431,13983,46417,32180,18039,2.0,104641,9463,307,1363,51,3798,113871,5752
8020,31415.0,54003-2020,54003,122654,0.9992502037489812,61304,61350,38.9,7490,14409,47716,32937,18427,2.0,106857,9909,321,1415,56,4096,116356,6298
8021,32695.0,54003-2021,54003,126069,1.0022393748808842,63105,62964,38.8,7578,14598,49622,33384,19145,2.0,109341,10378,384,1576,66,4324,119221,6848
8022,21751.0,54005-2019,54005,21352,0.9947683109118086,10648,10704,44.8,1034,2236,7198,6144,4456,3.0,20961,158,33,29,1,170,21213,139
8023,23078.0,54005-2020,54005,21714,1.0023976392475102,10870,10844,44.8,1066,2281,7278,6264,4534,3.0,21296,171,35,30,1,181,21544,170
8024,23630.0,54005-2021,54005,21312,1.0075357950263752,10696,10616,45.3,1031,2192,7055,6125,4618,3.0,20871,168,37,32,1,203,21161,151
8025,22269.0,54007-2019,54007,13894,1.0168384380897082,7005,6889,46.6,650,1389,4512,3925,3285,8.0,13541,96,62,34,3,158,13762,132
8026,22409.0,54007-2020,54007,12386,1.031490897162539,6289,6097,46.7,538,1252,4016,3507,2927,8.0,12015,93,73,35,3,167,12253,133
8027,21361.0,54007-2021,54007,12247,1.0425283522348232,6251,5996,46.8,510,1230,3989,3438,2939,8.0,11859,106,73,38,3,168,12110,137
8028,26678.0,54009-2019,54009,21924,0.9728246198146316,10811,11113,47.1,998,1869,7316,6142,5341,3.0,21119,324,40,108,6,327,21727,197
8029,26694.0,54009-2020,54009,22469,0.9937000887311448,11199,11270,46.8,1008,1992,7480,6307,5420,3.0,21627,338,45,98,6,355,22230,239
8030,28203.0,54009-2021,54009,22140,0.9863628207428674,10994,11146,47.0,957,1911,7428,6157,5433,3.0,21254,352,47,108,5,374,21868,272
8031,25271.0,54011-2019,54011,91897,0.9507312827697468,44788,47109,39.0,4980,9093,37180,21828,17793,2.0,83775,4418,197,1216,23,2268,90569,1328
8032,26118.0,54011-2020,54011,94137,0.9618823333263864,46154,47983,38.9,5019,9466,38298,22312,17965,2.0,85749,4532,211,1213,25,2407,92712,1425
8033,27985.0,54011-2021,54011,93418,0.9639658579657738,45852,47566,38.9,4963,9308,38151,21900,17986,2.0,85003,4519,210,1213,20,2453,92016,1402
8034,20447.0,54013-2019,54013,7077,0.9974597798475868,3534,3543,49.4,310,672,2126,2098,1787,8.0,6943,28,27,12,3,64,6997,80
8035,23009.0,54013-2020,54013,6199,1.0054998382400515,3108,3091,49.4,271,579,1858,1849,1569,8.0,6059,29,28,12,3,68,6126,73
8036,23658.0,54013-2021,54013,6176,1.0032435939020434,3093,3083,49.3,261,593,1859,1807,1589,8.0,6038,29,28,12,3,66,6098,78
8037,17239.0,54015-2019,54015,8506,1.022349025202092,4300,4206,44.7,458,970,2755,2433,1792,3.0,8343,29,28,9,3,94,8429,77
8038,18545.0,54015-2020,54015,8006,1.0392256749872644,4080,3926,45.1,408,932,2548,2300,1717,3.0,7829,33,29,10,3,102,7930,76
8039,19149.0,54015-2021,54015,7892,1.0361197110423117,4016,3876,45.2,390,917,2509,2207,1760,3.0,7706,35,31,10,4,106,7812,80
8040,24053.0,54017-2019,54017,8451,1.2494011179132287,4694,3757,45.9,305,603,3143,2480,1837,9.0,8073,190,35,35,3,115,8397,54
8041,27040.0,54017-2020,54017,7786,1.261399941911124,4343,3443,45.8,285,537,2931,2282,1683,9.0,7413,187,35,38,3,110,7736,50
8042,28751.0,54017-2021,54017,7735,1.2952522255192878,4365,3370,45.7,263,523,2958,2237,1695,9.0,7335,207,36,41,3,113,7678,57
8043,21914.0,54019-2019,54019,42500,1.015268623452985,21411,21089,44.3,2180,4604,14312,11656,9260,3.0,39703,1841,101,122,7,726,41988,512
8044,23170.0,54019-2020,54019,40358,1.0296720981693823,20474,19884,44.2,2009,4436,13616,10969,8825,3.0,37639,1714,124,130,6,745,39827,531
8045,22677.0,54019-2021,54019,39927,1.0314948610969776,20273,19654,44.3,1934,4307,13564,10709,8903,3.0,37198,1693,120,142,8,766,39383,544
8046,18067.0,54021-2019,54021,7888,1.4673131060369096,4691,3197,39.0,299,617,3566,1948,1398,7.0,6762,847,74,60,9,136,7443,445
8047,18359.0,54021-2020,54021,7378,1.4841750841750845,4408,2970,39.1,281,569,3340,1826,1290,7.0,6290,798,73,61,9,147,6969,409
8048,18855.0,54021-2021,54021,7377,1.488026981450253,4412,2965,38.7,290,571,3351,1790,1309,7.0,6270,820,73,59,6,149,6954,423
8049,23351.0,54023-2019,54023,11486,1.0059378274537198,5760,5726,47.4,620,1090,3597,3224,2845,7.0,11191,138,20,27,3,107,11329,157
8050,23908.0,54023-2020,54023,10954,1.0202877167097013,5532,5422,47.1,574,1091,3427,3055,2691,7.0,10664,129,25,26,2,108,10777,177
8051,25221.0,54023-2021,54023,10983,1.0403120936280883,5600,5383,47.2,589,1080,3430,3037,2720,7.0,10686,128,22,27,2,118,10797,186
8052,24581.0,54025-2019,54025,34634,0.957718613984512,16943,17691,46.2,1724,3424,11346,9591,8174,6.0,32698,926,145,230,7,628,33939,695
8053,26330.0,54025-2020,54025,32866,0.9753576150979684,16228,16638,46.0,1607,3349,10737,9068,7725,6.0,30967,880,150,243,8,618,32226,640
8054,27462.0,54025-2021,54025,32608,0.9794815759120986,16135,16473,46.0,1604,3224,10675,8902,7794,6.0,30673,879,154,254,8,640,31967,641
8055,24259.0,54027-2019,54027,23213,1.0305283414975508,11781,11432,48.0,1062,2078,7328,7038,5425,3.0,22486,310,53,73,13,278,22863,350
8056,25409.0,54027-2020,54027,23067,1.0509469191784475,11820,11247,48.1,1055,2075,7269,6998,5398,3.0,22312,304,57,77,13,304,22713,354
8057,25324.0,54027-2021,54027,23302,1.0544877446658438,11960,11342,48.4,1069,2044,7348,7009,5553,3.0,22518,321,61,78,13,311,22931,371
8058,26435.0,54029-2019,54029,28834,0.9471907077255538,14026,14808,47.0,1285,2799,9240,8320,6851,3.0,27357,782,69,142,5,479,28394,440
8059,27261.0,54029-2020,54029,29019,0.96313083479908,14237,14782,47.0,1276,2838,9352,8380,6830,3.0,27509,783,85,142,5,495,28550,469
8060,31066.0,54029-2021,54029,28656,0.9631431115982736,14059,14597,47.1,1234,2749,9283,8213,6850,3.0,27122,765,89,144,6,530,28186,470
8061,27004.0,54031-2019,54031,13825,1.0259378663540446,7001,6824,46.0,760,1447,4377,4003,3087,6.0,12968,460,40,118,11,228,13151,674
8062,27819.0,54031-2020,54031,14240,1.0401146131805157,7260,6980,46.6,771,1451,4459,4196,3195,6.0,13355,480,37,123,9,236,13555,685
8063,28388.0,54031-2021,54031,14160,1.0382899093133726,7213,6947,47.0,744,1382,4432,4173,3256,6.0,13261,469,37,131,6,256,13528,632
8064,28879.0,54033-2019,54033,67339,0.9704746298355474,33165,34174,42.6,3683,7283,23862,18343,13313,5.0,64333,1256,147,436,15,1152,66181,1158
8065,29086.0,54033-2020,54033,65771,0.9822483423749246,32591,33180,42.4,3494,7273,23333,17935,12897,5.0,62782,1255,130,438,14,1152,64591,1180
8066,30029.0,54033-2021,54033,65158,0.9777811504021856,32213,32945,42.5,3449,7167,23090,17587,12994,5.0,62077,1278,132,465,12,1194,63945,1213
8067,25341.0,54035-2019,54035,28661,0.988138179800222,14245,14416,44.3,1545,3101,9561,8125,5953,6.0,28023,176,74,99,13,276,28367,294
8068,27591.0,54035-2020,54035,27735,1.0038292030922622,13894,13841,44.4,1480,3011,9212,7933,5746,6.0,27072,182,76,100,11,294,27441,294
8069,28937.0,54035-2021,54035,27738,1.0,13869,13869,44.1,1481,3007,9288,7749,5833,6.0,27069,183,82,97,9,298,27411,327
8070,36305.0,54037-2019,54037,57347,0.9836388792805256,28437,28910,41.5,2979,6444,20912,16614,9630,1.0,50818,3711,206,933,39,1640,53767,3580
8071,36722.0,54037-2020,54037,57732,0.99640362404039,28814,28918,41.7,2927,6471,20997,16719,9824,1.0,51047,3756,225,953,52,1699,54070,3662
8072,38946.0,54037-2021,54037,58370,0.987672818906218,29004,29366,41.8,2866,6362,21507,16729,10097,1.0,51444,3807,234,996,46,1843,54420,3950
8073,29253.0,54039-2019,54039,178393,0.928927478563628,85910,92483,43.6,9313,17880,62955,48374,37762,3.0,158028,13531,314,1980,55,4485,176297,2096
8074,29981.0,54039-2020,54039,180048,0.9415113871635612,87312,92736,43.4,9156,18406,63763,48443,38159,3.0,159449,13693,286,1929,40,4651,177908,2140
8075,31894.0,54039-2021,54039,177952,0.9401022644265888,86229,91723,43.5,8796,18031,63288,47162,38514,3.0,157634,13421,288,1900,40,4669,175822,2130
8076,23820.0,54041-2019,54041,15877,0.9958516656191074,7922,7955,43.7,887,1762,5334,4386,3315,7.0,15434,112,46,88,1,196,15689,188
8077,25225.0,54041-2020,54041,17009,1.013375946969697,8561,8448,43.5,902,1935,5746,4699,3498,7.0,16569,121,46,77,2,194,16785,224
8078,26721.0,54041-2021,54041,16892,1.00355829676195,8461,8431,43.6,880,1872,5759,4604,3547,7.0,16426,135,41,73,2,215,16654,238
8079,21456.0,54043-2019,54043,20453,0.978811919504644,10117,10336,43.7,1139,2369,6819,5778,4089,2.0,20051,83,26,62,1,230,20304,149
8080,22995.0,54043-2020,54043,20337,0.9928466438020578,10132,10205,43.9,1143,2310,6719,5791,4097,2.0,19927,80,26,58,1,245,20178,159
8081,23804.0,54043-2021,54043,20126,0.9918844022169436,10022,10104,44.0,1118,2259,6687,5668,4122,2.0,19699,85,26,64,1,251,19970,156
8082,21936.0,54045-2019,54045,31989,0.9681904879099243,15736,16253,44.1,1697,3333,11035,8780,6776,6.0,30985,581,44,84,1,294,31663,326
8083,22991.0,54045-2020,54045,32473,0.9845382876000732,16110,16363,44.0,1705,3470,11112,8936,6864,6.0,31455,575,46,84,2,311,32132,341
8084,22858.0,54045-2021,54045,31909,0.9804493545183716,15797,16112,44.3,1682,3373,10838,8669,6962,6.0,30895,570,47,84,2,311,31553,356
8085,15047.0,54047-2019,54047,17600,0.9631901840490796,8635,8965,46.1,921,1865,5577,5065,3962,7.0,15869,1428,41,28,0,234,17317,283
8086,15150.0,54047-2020,54047,18916,0.9828092243186582,9376,9540,46.1,949,2067,5982,5430,4268,7.0,17104,1509,40,31,1,231,18573,343
8087,15474.0,54047-2021,54047,18363,0.9832595312668756,9104,9259,46.5,877,1967,5785,5168,4335,7.0,16619,1446,42,32,4,220,18017,346
8088,26380.0,54049-2019,54049,56077,0.981379407815702,27775,28302,40.7,3063,5643,21527,14226,11027,4.0,52681,1846,149,358,11,1032,55317,760
8089,27763.0,54049-2020,54049,56157,0.9934329629761102,27986,28171,40.6,2993,5773,21611,14242,10902,4.0,52670,1867,159,384,12,1065,55357,800
8090,29526.0,54049-2021,54049,56001,0.9919257309525504,27887,28114,40.5,2948,5685,21725,13996,11000,4.0,52515,1878,153,363,14,1078,55190,811
8091,26472.0,54051-2019,54051,30558,0.9797862001943636,15123,15435,46.4,1449,2989,10016,8711,7041,3.0,29749,238,83,136,2,350,30264,294
8092,27328.0,54051-2020,54051,30444,1.001972775695403,15237,15207,46.4,1393,3023,9954,8646,7065,3.0,29613,242,83,138,5,363,30141,303
8093,30706.0,54051-2021,54051,30115,1.010615569501936,15137,14978,46.4,1338,2954,9886,8435,7138,3.0,29232,267,88,149,6,373,29799,316
8094,24844.0,54053-2019,54053,26572,0.9371582707589124,12855,13717,44.4,1402,2814,8941,7343,5743,6.0,25858,235,53,72,17,337,26367,205
8095,27819.0,54053-2020,54053,25356,0.9471663338964827,12334,13022,44.3,1309,2723,8532,6995,5474,6.0,24613,255,54,84,15,335,25165,191
8096,28598.0,54053-2021,54053,25157,0.9466842064536098,12234,12923,44.4,1217,2653,8555,6860,5540,6.0,24365,290,54,92,15,341,24948,209
8097,22212.0,54055-2019,54055,58823,0.9215667058669804,28211,30612,43.6,3322,6220,20222,15198,13236,4.0,53602,3538,156,349,5,1173,58086,737
8098,23341.0,54055-2020,54055,59462,0.9417431342455016,28839,30623,43.4,3284,6512,20366,15320,13304,4.0,54116,3675,147,349,8,1167,58718,744
8099,25061.0,54055-2021,54055,59097,0.9403421216797452,28640,30457,43.4,3169,6508,20285,15017,13379,4.0,53675,3674,153,341,6,1248,58348,749
8100,25490.0,54057-2019,54057,26904,0.9915611814345991,13395,13509,44.7,1375,2639,9189,7387,5995,3.0,25463,781,58,153,2,447,26633,271
8101,26363.0,54057-2020,54057,26877,0.9966570091375084,13416,13461,44.5,1335,2749,9194,7377,5930,3.0,25404,783,57,158,2,473,26590,287
8102,30564.0,54057-2021,54057,26857,0.9993300081887888,13424,13433,44.5,1321,2775,9163,7290,6000,3.0,25312,799,61,175,2,508,26565,292
8103,20060.0,54059-2019,54059,23390,0.9725080114690504,11532,11858,43.7,1423,2632,7751,6661,4631,7.0,22561,454,27,65,3,280,23188,202
8104,19400.0,54059-2020,54059,23455,0.9883858935232284,11659,11796,43.7,1364,2671,7776,6621,4716,7.0,22658,425,28,70,3,271,23259,196
8105,19631.0,54059-2021,54059,23005,0.9809696030310858,11392,11613,43.8,1345,2586,7624,6423,4728,7.0,22206,432,26,71,3,267,22799,206
8106,32154.0,54061-2019,54061,106281,1.0573568981203665,54622,51659,32.6,5141,8655,55436,22209,13972,3.0,95550,4133,219,3738,68,2573,103913,2368
8107,33527.0,54061-2020,54061,105916,1.0654446177847114,54636,51280,33.0,4991,8828,54872,22289,14005,3.0,95228,4133,213,3701,73,2568,103543,2373
8108,36502.0,54061-2021,54061,106387,1.065486244588114,54880,51507,33.3,4938,8848,55131,22153,14352,3.0,95604,4111,211,3773,64,2624,103917,2470
8109,23923.0,54063-2019,54063,13295,1.00105358217941,6651,6644,47.9,651,1334,4058,3745,3354,8.0,12897,107,47,25,3,216,13146,149
8110,23398.0,54063-2020,54063,12330,0.9970845481049564,6156,6174,47.8,589,1281,3756,3459,3094,8.0,11920,109,47,25,3,226,12179,151
8111,23787.0,54063-2021,54063,12332,0.9871092491137607,6126,6206,47.9,566,1272,3768,3422,3147,8.0,11918,116,51,25,3,219,12170,162
8112,28127.0,54065-2019,54065,17875,1.0159016578324125,9008,8867,48.6,692,1624,5594,5499,4275,8.0,17242,172,67,71,7,316,17583,292
8113,29803.0,54065-2020,54065,17037,1.0299058739425713,8644,8393,49.0,658,1554,5301,5226,4116,8.0,16394,170,75,76,4,318,16708,329
8114,31402.0,54065-2021,54065,17221,1.0353386124571564,8760,8461,49.1,666,1550,5360,5277,4180,8.0,16532,195,75,92,7,320,16870,351
8115,22335.0,54067-2019,54067,24569,0.9678814577492992,12084,12485,45.9,1236,2661,7848,6871,5667,6.0,23949,168,89,94,4,265,24379,190
8116,22061.0,54067-2020,54067,24523,0.9859896339488176,12175,12348,45.9,1169,2653,7853,6856,5669,6.0,23875,172,95,95,4,282,24327,196
8117,22898.0,54067-2021,54067,24300,0.9870798920598576,12071,12229,46.3,1098,2594,7756,6760,5768,6.0,23654,173,94,91,4,284,24083,217
8118,32429.0,54069-2019,54069,41626,0.9350130159910748,20114,21512,43.2,2129,4022,14943,10731,9323,3.0,38712,1513,87,340,13,961,41080,546
8119,31208.0,54069-2020,54069,42264,0.9438874068622942,20522,21742,43.1,2089,4193,15251,10845,9397,3.0,39336,1526,85,332,10,975,41707,557
8120,32336.0,54069-2021,54069,41776,0.9495076765131364,20347,21429,43.0,2033,4117,15203,10509,9428,3.0,38798,1542,90,343,10,993,41213,563
8121,25059.0,54071-2019,54071,6960,1.012724117987276,3502,3458,51.0,312,643,2016,1952,1969,8.0,6672,147,22,13,5,101,6860,100
8122,26301.0,54071-2020,54071,6134,1.0244224422442243,3104,3030,51.0,293,565,1766,1719,1731,8.0,5856,142,21,15,5,95,6049,85
8123,25108.0,54071-2021,54071,6142,1.030413223140496,3117,3025,50.7,312,580,1767,1692,1726,8.0,5862,145,20,15,4,96,6059,83
8124,29974.0,54073-2019,54073,7416,1.1863207547169812,4024,3392,43.3,380,688,2720,2148,1409,6.0,7156,123,20,16,0,101,7341,75
8125,34191.0,54073-2020,54073,7649,1.2081408775981524,4185,3464,43.3,402,728,2769,2226,1440,6.0,7379,127,21,16,0,106,7564,85
8126,35800.0,54073-2021,54073,7601,1.2270729563433929,4188,3413,43.3,387,720,2772,2189,1442,6.0,7328,129,21,15,0,108,7510,91
8127,25201.0,54075-2019,54075,8274,1.049034175334324,4236,4038,49.7,391,714,2535,2363,2197,9.0,8006,106,25,18,0,119,8135,139
8128,25811.0,54075-2020,54075,7847,1.0677206851119894,4052,3795,49.6,369,691,2401,2237,2077,9.0,7547,136,22,18,0,124,7715,132
8129,21639.0,54075-2021,54075,7841,1.0842636895268474,4079,3762,49.5,357,708,2401,2195,2108,9.0,7534,140,23,18,0,126,7696,145
8130,24890.0,54077-2019,54077,33479,1.0519122333905369,17163,16316,43.7,1691,3303,12013,9166,6989,3.0,32596,364,81,104,9,325,32959,520
8131,25331.0,54077-2020,54077,34176,1.066388536187194,17637,16539,43.9,1690,3407,12140,9431,7140,3.0,33274,375,81,103,9,334,33662,514
8132,26504.0,54077-2021,54077,34358,1.0685129440096328,17748,16610,43.9,1699,3402,12182,9391,7293,3.0,33392,421,80,113,8,344,33861,497
8133,31587.0,54079-2019,54079,56507,0.9743195555710842,27886,28621,42.4,2881,6413,20230,15544,10690,2.0,54390,681,162,487,24,763,55800,707
8134,32235.0,54079-2020,54079,57399,0.9901875801809924,28558,28841,42.5,2786,6607,20504,15924,10768,2.0,55226,705,153,515,25,775,56666,733
8135,34832.0,54079-2021,54079,57260,0.9867457756497,28439,28821,42.6,2767,6546,20373,15774,10996,2.0,54986,768,140,524,25,817,56463,797
8136,25026.0,54081-2019,54081,73659,1.008699209162803,36989,36670,42.7,3929,7989,26190,19007,15704,3.0,65374,5908,210,672,25,1470,72437,1222
8137,24608.0,54081-2020,54081,74349,1.0197495313900735,37538,36811,42.7,3957,8100,26450,19141,15786,3.0,65961,5978,207,666,30,1507,73103,1246
8138,25549.0,54081-2021,54081,73771,1.0182479754869775,37219,36552,42.7,3892,8031,26300,18717,15880,3.0,65381,5943,204,642,32,1569,72508,1263
8139,24842.0,54083-2019,54083,28670,1.0856976575003638,14924,13746,44.7,1431,2644,10026,7819,6424,7.0,27669,462,82,135,1,321,28383,287
8140,25414.0,54083-2020,54083,27852,1.1069672441183145,14633,13219,44.6,1362,2599,9788,7587,6216,7.0,26819,486,86,133,1,327,27588,264
8141,24888.0,54083-2021,54083,27806,1.1161339421613394,14666,13140,44.2,1362,2599,9880,7395,6265,7.0,26732,491,91,140,2,350,27513,293
8142,25606.0,54085-2019,54085,9616,0.9950207468879668,4796,4820,47.7,499,901,2990,2889,2225,8.0,9432,48,20,23,0,93,9528,88
8143,25773.0,54085-2020,54085,8424,1.0119417243850013,4237,4187,47.3,434,819,2646,2522,1904,8.0,8233,48,21,24,0,98,8343,81
8144,25094.0,54085-2021,54085,8383,1.01417587698222,4221,4162,47.3,433,823,2628,2472,1930,8.0,8177,52,22,22,0,110,8300,83
8145,21711.0,54087-2019,54087,13651,0.9724028319606992,6730,6921,46.2,633,1438,4388,3932,3089,6.0,13357,40,46,48,5,155,13488,163
8146,21401.0,54087-2020,54087,13977,0.99585891760674,6974,7003,46.2,654,1463,4477,4051,3152,6.0,13663,41,48,52,5,168,13802,175
8147,23291.0,54087-2021,54087,13898,0.997413049726933,6940,6958,46.3,649,1435,4445,3996,3185,6.0,13543,46,49,55,5,200,13720,178
8148,21437.0,54089-2019,54089,12536,0.8324806314866248,5695,6841,48.9,492,978,4042,3636,3252,6.0,11711,531,47,40,5,202,12317,219
8149,22196.0,54089-2020,54089,11915,0.8398702903026559,5439,6476,49.0,467,932,3831,3451,3122,6.0,11109,509,53,38,5,201,11721,194
8150,23195.0,54089-2021,54089,11908,0.8410636982065554,5440,6468,49.1,463,920,3829,3376,3206,6.0,11082,526,51,41,4,204,11698,210
8151,25214.0,54091-2019,54091,16707,1.0282869976933349,8470,8237,44.0,797,1738,5843,4636,3514,6.0,16185,199,50,82,1,190,16547,160
8152,26862.0,54091-2020,54091,16701,1.0381986819624116,8507,8194,43.9,772,1784,5819,4657,3466,6.0,16164,198,49,78,1,211,16540,161
8153,27899.0,54091-2021,54091,16492,1.0479324475350802,8439,8053,44.5,688,1727,5741,4637,3496,6.0,15956,196,50,82,1,207,16342,150
8154,25686.0,54093-2019,54093,6891,1.0243830787309047,3487,3404,50.9,270,470,2147,2068,1887,8.0,6759,29,19,22,1,61,6833,58
8155,26416.0,54093-2020,54093,6752,1.03987915407855,3442,3310,51.0,257,467,2093,2054,1832,8.0,6618,35,14,22,1,62,6697,55
8156,27914.0,54093-2021,54093,6672,1.0397431977988385,3401,3271,51.3,236,463,2068,2028,1831,8.0,6534,30,18,22,1,67,6604,68
8157,24924.0,54095-2019,54095,8622,1.0051162790697674,4322,4300,47.5,418,848,2633,2589,2017,9.0,8419,31,29,55,2,86,8558,64
8158,27150.0,54095-2020,54095,8279,1.0055717054263569,4151,4128,47.7,381,859,2506,2508,1922,9.0,8067,32,27,61,1,91,8215,64
8159,27047.0,54095-2021,54095,8155,0.9987745098039216,4075,4080,48.0,364,840,2471,2427,1952,9.0,7933,35,29,65,1,92,8092,63
8160,24070.0,54097-2019,54097,24315,0.9782767878935806,12024,12291,41.8,1245,2572,8874,6238,5097,7.0,23552,265,73,124,4,297,23975,340
8161,26401.0,54097-2020,54097,23783,0.9895432491216328,11829,11954,41.8,1203,2514,8710,6070,4984,7.0,23023,265,68,127,2,298,23442,341
8162,26995.0,54097-2021,54097,23791,0.9917120133947258,11846,11945,41.9,1157,2495,8774,6008,5047,7.0,23031,271,70,113,2,304,23444,347
8163,21553.0,54099-2019,54099,39552,0.9519320929773478,19289,20263,44.7,1960,4094,13456,10999,8599,2.0,38628,228,134,128,7,427,39283,269
8164,23973.0,54099-2020,54099,38830,0.9657773502759076,19077,19753,44.7,1906,4044,13145,10824,8432,2.0,37916,228,124,117,7,438,38549,281
8165,25683.0,54099-2021,54099,38498,0.964885418261624,18905,19593,44.8,1843,3941,13061,10634,8509,2.0,37521,264,126,121,10,456,38179,319
