,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
2732,60406.0,25021-2021,25021,724505,0.9429716936857208,351620,372885,40.7,37219,74791,280384,197522,125480,1.0,551054,62784,1833,91956,401,16477,684875,39630
2733,43412.0,25023-2019,25023,521841,0.9447297418162304,253505,268336,42.9,27466,55082,183937,151449,97148,1.0,438549,61727,1784,8614,698,10469,499860,21981
2734,45378.0,25023-2020,25023,530979,0.9581904277211072,259821,271158,42.8,27343,56424,187861,153315,99046,1.0,444147,64462,1780,9024,709,10857,507791,23188
2735,48785.0,25023-2021,25023,533003,0.958022151608104,260788,272215,42.9,26832,55774,190149,151331,101907,1.0,444646,65354,1812,9291,691,11209,509016,23987
2736,42765.0,25025-2019,25025,805915,0.9318160026846924,388735,417180,33.2,41150,62552,425025,171283,99202,1.0,496554,196569,6142,75687,1282,29681,619777,186138
2737,44723.0,25025-2020,25025,795431,0.938401965132544,385077,410354,33.5,39779,62444,418627,170014,97691,1.0,489336,193528,6072,75330,1263,29902,608986,186445
2738,47916.0,25025-2021,25025,771245,0.933254958188782,372309,398936,34.0,37786,60458,400945,165817,99444,1.0,472598,188427,5983,73500,1243,29494,587719,183526
2739,37574.0,25027-2019,25027,829327,0.9717712791250596,408727,420600,40.1,43949,87148,320758,233879,133325,2.0,710005,51525,3398,44651,660,19088,728570,100757
2740,39113.0,25027-2020,25027,861461,0.9848005548016376,427432,434029,40.1,45050,91120,333924,242216,138262,2.0,734091,55264,3695,47294,669,20448,753399,108062
2741,41528.0,25027-2021,25027,862029,0.9851030169326814,427780,434249,40.2,43934,90138,336272,238544,142282,2.0,731867,56764,3735,48059,686,20918,751675,110354
2742,25636.0,26001-2019,26001,10453,1.0140655105973024,5263,5190,58.8,318,665,2307,3266,3813,9.0,10129,58,74,39,9,144,10280,173
2743,27171.0,26001-2020,26001,10158,1.021090330282531,5132,5026,58.6,338,630,2288,3183,3628,9.0,9815,65,75,46,12,145,9964,194
2744,28615.0,26001-2021,26001,10235,1.0243275316455696,5179,5056,58.8,323,627,2360,3211,3635,9.0,9876,72,79,49,11,148,10023,212
2745,20851.0,26003-2019,26003,9078,1.2365114560236512,5019,4059,49.7,338,669,2986,2626,2370,7.0,7687,669,412,42,1,267,8924,154
2746,21675.0,26003-2020,26003,8834,1.238155561185711,4887,3947,49.4,317,678,2907,2534,2310,7.0,7448,638,422,42,1,283,8662,172
2747,21998.0,26003-2021,26003,8821,1.2676092544987148,4931,3890,49.2,312,658,2971,2448,2351,7.0,7382,679,425,43,1,291,8629,192
2748,29215.0,26005-2019,26005,118045,0.9986624225390268,58983,59062,40.1,7260,14468,42348,32361,19968,4.0,112064,1783,868,1030,48,2252,109112,8933
2749,30057.0,26005-2020,26005,120596,1.012583234592213,60675,59921,40.2,7253,14801,43328,32811,20619,4.0,114380,1871,897,1073,57,2318,111277,9319
2750,32115.0,26005-2021,26005,120950,1.013584830272862,60883,60067,40.4,6998,14610,43873,32398,21313,4.0,114511,1880,891,1114,61,2493,111450,9500
2751,25957.0,26007-2019,26007,28391,0.9765385686438318,14027,14364,47.7,1349,2670,9023,8253,6781,7.0,27499,161,184,155,12,380,27955,436
2752,25989.0,26007-2020,26007,28877,0.9945434452272414,14399,14478,47.7,1364,2719,9214,8285,6966,7.0,27930,175,201,151,12,408,28431,446
2753,27651.0,26007-2021,26007,28893,0.9937206734750208,14401,14492,47.5,1321,2741,9308,8091,7099,7.0,27897,193,222,153,12,416,28421,472
2754,31851.0,26009-2019,26009,23359,0.990201925534634,11622,11737,52.1,985,2029,6624,6882,6549,9.0,22557,83,283,78,15,343,22787,572
2755,32096.0,26009-2020,26009,23421,1.0026507054296707,11726,11695,51.9,925,2090,6750,6876,6520,9.0,22580,90,290,84,15,362,22861,560
2756,33621.0,26009-2021,26009,23813,1.0004200268817205,11909,11904,51.8,909,2082,7000,6836,6706,9.0,22938,101,306,84,16,368,23245,568
2757,24328.0,26011-2019,26011,14944,1.0290563475899526,7579,7365,50.2,722,1352,4412,4451,3863,8.0,14359,70,204,47,9,255,14642,302
2758,25556.0,26011-2020,26011,14990,1.046137046137046,7664,7326,50.0,698,1411,4430,4428,3863,8.0,14363,89,206,52,10,270,14647,343
2759,26950.0,26011-2021,26011,14975,1.0482834085624402,7664,7311,50.2,681,1407,4434,4313,3969,8.0,14327,82,208,55,10,293,14615,360
2760,22920.0,26013-2019,26013,8245,1.2259719222462202,4541,3704,46.2,317,706,2879,2304,1935,9.0,6037,651,1168,27,3,359,8101,144
2761,23960.0,26013-2020,26013,8128,1.2317408017572762,4486,3642,46.1,321,696,2847,2277,1894,9.0,5919,651,1154,30,1,373,7978,150
2762,25359.0,26013-2021,26013,8215,1.2311243889190655,4533,3682,45.6,321,694,2954,2270,1891,9.0,5967,674,1154,34,1,385,8057,158
2763,31760.0,26015-2019,26015,61481,1.011483723212825,30916,30565,42.6,3378,6836,21320,17541,11594,2.0,59350,415,358,310,14,1034,59517,1964
2764,34002.0,26015-2020,26015,62548,1.0265025109347157,31683,30865,42.5,3365,7036,21804,17761,11751,2.0,60306,431,375,326,17,1093,60520,2028
2765,35767.0,26015-2021,26015,62992,1.0284012236354854,31937,31055,42.6,3356,7002,22071,17620,12087,2.0,60612,488,399,347,15,1131,60799,2193
2766,27469.0,26017-2019,26017,102964,0.9625648063433974,50500,52464,43.8,5062,10323,36226,28571,21519,3.0,97402,1961,673,604,16,2308,97173,5791
2767,28331.0,26017-2020,26017,103594,0.9787973716381418,51242,52352,43.6,5015,10454,36574,28581,21669,3.0,97895,2021,705,611,18,2344,97623,5971
2768,30459.0,26017-2021,26017,102985,0.980214201934355,50978,52007,43.8,4870,10110,36600,27999,22094,3.0,97160,2100,713,625,20,2367,96968,6017
2769,29425.0,26019-2019,26019,17767,0.9898084891925188,8838,8929,50.3,796,1586,5311,5106,4794,9.0,17030,123,262,88,8,256,17321,446
2770,31452.0,26019-2020,26019,17974,1.0069227333631086,9018,8956,50.0,796,1606,5457,5095,4815,9.0,17174,143,262,99,8,288,17532,442
2771,34250.0,26019-2021,26019,18223,1.0127015683675724,9169,9054,50.0,819,1605,5579,5046,4968,9.0,17419,143,261,97,8,295,17765,458
2772,30864.0,26021-2019,26021,153352,0.9597198793641056,75100,78252,42.4,8571,16812,53698,41198,31126,3.0,122142,22638,1016,3274,142,4140,144521,8831
2773,30839.0,26021-2020,26021,154095,0.9732242326456916,76002,78093,42.3,8467,17051,54110,41253,31162,3.0,122870,22446,1052,3285,167,4275,144888,9207
2774,33434.0,26021-2021,26021,153101,0.9724680812687616,75482,77619,42.5,8220,16710,53923,40443,31806,3.0,122297,22006,1070,3196,163,4369,143789,9312
2775,25279.0,26023-2019,26023,43444,1.0744914525833251,22502,20942,41.0,2668,5046,15384,11685,8083,6.0,41105,1023,222,314,12,768,41219,2225
2776,25754.0,26023-2020,26023,44810,1.088557445816826,23355,21455,40.9,2757,5253,15852,12008,8304,6.0,42357,1065,229,320,15,824,42356,2454
2777,27575.0,26023-2021,26023,44985,1.085825566838225,23418,21567,40.9,2762,5188,16093,11840,8435,6.0,42423,1122,249,306,12,873,42374,2611
2778,26855.0,26025-2019,26025,133806,0.9623676414513244,65620,68186,39.9,7981,15383,49524,34999,24238,3.0,108858,14921,1105,3829,64,5029,126397,7409
2779,27939.0,26025-2020,26025,134113,0.972598105548038,66125,67988,40.0,7843,15608,49694,34916,24260,3.0,109031,14849,1140,3834,65,5194,126441,7672
2780,29385.0,26025-2021,26025,133819,0.9721026880452724,65963,67856,40.1,7586,15563,49981,34288,24557,3.0,108789,14895,1115,3722,67,5231,126113,7706
2781,31295.0,26027-2019,26027,51847,1.0122254133354032,26081,25766,45.2,2536,5526,17104,14880,11158,2.0,46473,2696,618,411,34,1615,49732,2115
2782,32835.0,26027-2020,26027,51563,1.0259714745982476,26112,25451,45.4,2460,5494,16912,14837,11178,2.0,46246,2645,638,399,28,1607,49422,2141
2783,34900.0,26027-2021,26027,51483,1.0230666457088966,26035,25448,45.4,2451,5413,16971,14584,11389,2.0,46109,2661,637,407,33,1636,49239,2244
2784,33620.0,26029-2019,26029,26202,0.9845489661440582,12999,13203,49.2,1145,2439,8124,7588,6611,7.0,24960,126,448,156,16,496,25602,600
2785,36132.0,26029-2020,26029,26012,0.9961629959327756,12981,13031,49.4,1133,2379,8064,7538,6585,7.0,24781,147,404,162,21,497,25389,623
2786,38685.0,26029-2021,26029,26086,1.0049189147644302,13075,13011,49.7,1096,2319,8165,7407,6786,7.0,24798,150,438,175,21,504,25430,656
2787,26393.0,26031-2019,26031,25331,0.994095882862316,12628,12703,51.9,1030,1964,7307,7604,7172,7.0,23560,186,772,104,14,695,24948,383
2788,27589.0,26031-2020,26031,25599,1.015034634760705,12895,12704,51.7,993,2002,7500,7658,7178,7.0,23774,195,797,109,15,709,25177,422
2789,28709.0,26031-2021,26031,25752,1.019764705882353,13002,12750,51.9,1008,1969,7596,7597,7315,7.0,23875,220,805,104,15,733,25312,440
2790,25086.0,26033-2019,26033,37287,1.2406706327744728,20646,16641,40.5,1707,3437,15199,9616,6954,7.0,26214,2602,6193,310,24,1944,36529,758
2791,28203.0,26033-2020,26033,36744,1.240351198097677,20343,16401,40.5,1639,3454,14922,9448,6862,7.0,25755,2520,6191,275,23,1980,35980,764
2792,28715.0,26033-2021,26033,36816,1.2536728697355537,20480,16336,40.6,1585,3416,15086,9360,6959,7.0,25747,2639,6131,267,23,2009,36023,793
2793,22573.0,26035-2019,26035,30884,1.003893070334804,15472,15412,47.5,1677,3078,9459,8904,7417,6.0,29797,228,266,92,10,491,30224,660
2794,23067.0,26035-2020,26035,30822,1.013720109760878,15516,15306,47.8,1597,3133,9359,8886,7481,6.0,29707,228,269,89,12,517,30104,718
2795,23728.0,26035-2021,26035,31065,1.0097690366824092,15608,15457,47.9,1590,3125,9451,8841,7677,6.0,29910,242,285,95,12,521,30296,769
2796,34761.0,26037-2019,26037,79615,0.9734037279397184,39271,40344,40.9,4400,8809,29515,21913,13872,2.0,74465,1725,422,1277,44,1682,75888,3727
2797,37513.0,26037-2020,26037,79128,0.9846003360838704,39257,39871,41.1,4297,8778,29280,21689,13998,2.0,73995,1680,438,1279,52,1684,75295,3833
2798,38503.0,26037-2021,26037,79426,0.9854018247719036,39421,40005,41.3,4242,8671,29526,21408,14531,2.0,74175,1657,432,1344,50,1768,75512,3914
2799,26294.0,26039-2019,26039,14012,1.0324920220481577,7118,6894,51.2,657,1224,3976,4357,3653,7.0,13484,112,107,103,5,201,13707,305
2800,26628.0,26039-2020,26039,12965,1.0589169445767823,6668,6297,51.4,567,1163,3709,3997,3383,7.0,12437,112,105,99,9,203,12655,310
2801,28172.0,26039-2021,26039,13204,1.059585088129777,6793,6411,51.0,576,1166,3884,3992,3426,7.0,12651,124,106,98,9,216,12891,313
2802,27632.0,26041-2019,26041,35744,0.9893143365983972,17776,17968,47.8,1784,3506,11108,10084,8865,5.0,33434,140,1001,177,12,980,35193,551
2803,27494.0,26041-2020,26041,36842,1.006972816909081,18485,18357,47.5,1764,3680,11556,10239,9166,5.0,34409,153,1066,191,12,1011,36279,563
2804,29228.0,26041-2021,26041,36826,1.0085083174256886,18491,18335,47.6,1684,3665,11648,10067,9331,5.0,34302,176,1097,192,13,1046,36262,564
2805,29656.0,26043-2019,26043,25336,1.0133502860775587,12752,12584,46.8,1293,2553,8083,7273,5845,7.0,24378,129,262,174,22,371,24889,447
2806,30798.0,26043-2020,26043,25886,1.0290014108794483,13128,12758,46.6,1337,2568,8311,7345,6007,7.0,24886,138,271,182,21,388,25437,449
2807,32101.0,26043-2021,26043,25787,1.0293538994255136,13080,12707,46.4,1257,2585,8361,7078,6180,7.0,24731,141,280,184,22,429,25316,471
2808,33427.0,26045-2019,26045,110119,0.9653929215227828,54090,56029,41.2,5888,11391,41184,29450,20879,2.0,95843,7943,596,2725,48,2964,103853,6266
2809,34282.0,26045-2020,26045,109106,0.978098881374984,53949,55157,41.3,5738,11511,40809,29008,20751,2.0,94849,7815,610,2703,56,3073,102840,6266
2810,36761.0,26045-2021,26045,108944,0.9780307569402836,53867,55077,41.4,5622,11421,40839,28542,21222,2.0,94319,7996,629,2738,62,3200,102484,6460
2811,34074.0,26047-2019,26047,33337,0.9766973021049512,16472,16865,46.2,1502,3162,11214,9351,7738,7.0,30835,252,1278,212,39,721,32702,635
2812,35306.0,26047-2020,26047,34090,0.9934506753990996,16989,17101,46.1,1516,3253,11425,9525,7973,7.0,31485,244,1338,217,45,761,33382,708
2813,38890.0,26047-2021,26047,34225,0.9944638694638694,17065,17160,46.3,1450,3258,11508,9393,8218,7.0,31526,282,1356,217,52,792,33482,743
2814,27295.0,26049-2019,26049,405702,0.9311877912594786,195623,210079,40.7,23820,45447,148145,110344,72705,2.0,304831,82472,2258,4292,101,11748,390816,14886
2815,28696.0,26049-2020,26049,405648,0.9414290021680554,196705,208943,40.7,23328,46191,148411,109909,72393,2.0,304545,82179,2306,4269,120,12229,390322,15326
2816,30561.0,26049-2021,26049,404208,0.9405088814210274,195908,208300,40.7,22861,45596,148758,107731,73750,2.0,303094,82008,2312,4307,117,12370,388479,15729
2817,25657.0,26051-2019,26051,25430,1.0152151517552896,12811,12619,50.6,1362,2317,7206,7394,6902,6.0,24707,136,165,115,8,299,24924,506
2818,26521.0,26051-2020,26051,25369,1.0314702114029468,12881,12488,50.6,1308,2404,7154,7373,6839,6.0,24617,145,166,114,9,318,24864,505
2819,28140.0,26051-2021,26051,25485,1.0269625387735624,12912,12573,50.8,1246,2433,7223,7368,6929,6.0,24747,137,163,112,8,318,24947,538
2820,25555.0,26053-2019,26053,13971,1.0342166569598137,7103,6868,51.8,609,1182,3996,4042,4010,7.0,13099,82,469,64,8,249,13718,253
2821,27877.0,26053-2020,26053,14315,1.0403363740022804,7299,7016,51.7,595,1244,4098,4164,4073,7.0,13395,88,494,56,9,273,14027,288
2822,29321.0,26053-2021,26053,14361,1.047184604419102,7346,7015,51.6,606,1230,4191,4047,4134,7.0,13416,90,485,61,10,299,14062,299
2823,35405.0,26055-2019,26055,93032,0.9590220893259492,45543,47489,43.2,4678,9401,33176,25508,19180,5.0,88566,716,1189,731,81,1749,90249,2783
2824,35705.0,26055-2020,26055,95315,0.976546461232192,47092,48223,43.0,4618,9812,34174,25827,19760,5.0,90613,807,1227,754,84,1830,92349,2966
2825,36651.0,26055-2021,26055,95860,0.979147310828946,47425,48435,43.2,4500,9713,34549,25466,20449,5.0,91034,824,1242,792,85,1883,92778,3082
2826,23616.0,26057-2019,26057,40681,1.1652650628060464,21893,18788,39.6,2029,3975,16593,10431,7167,6.0,37074,2526,303,211,18,549,38055,2626
2827,24623.0,26057-2020,26057,41662,1.1722717555659836,22483,19179,39.7,2051,4161,16938,10700,7298,6.0,37984,2548,307,208,23,592,38900,2762
2828,25651.0,26057-2021,26057,41544,1.179300215076326,22481,19063,39.6,2068,4062,17086,10537,7288,6.0,37707,2661,328,209,22,617,38729,2815
2829,25621.0,26059-2019,26059,45548,0.9919531181667104,22682,22866,42.8,2540,4868,15795,12570,9181,6.0,44042,324,272,218,16,676,44426,1122
2830,26265.0,26059-2020,26059,45677,1.0003941490759394,22843,22834,42.6,2515,4922,16004,12406,9231,6.0,44098,334,287,218,15,725,44495,1182
2831,27495.0,26059-2021,26059,45546,1.003959873284055,22818,22728,42.8,2444,4842,16006,12206,9439,6.0,43929,367,287,216,13,734,44312,1234
2832,23421.0,26061-2019,26061,35709,1.1760511882998173,19299,16410,33.1,1858,3646,15889,7472,6404,5.0,33429,342,269,1048,15,606,35072,637
2833,24881.0,26061-2020,26061,37160,1.1815193143125513,20126,17034,33.4,1898,3874,16460,7788,6673,5.0,34921,356,285,991,14,593,36494,666
2834,27087.0,26061-2021,26061,37313,1.1816640355493189,20210,17103,33.3,1857,3890,16639,7731,6712,5.0,35071,373,297,965,14,593,36640,673
2835,27852.0,26063-2019,26063,30904,0.9888023682347642,15365,15539,49.5,1514,2949,9159,8894,8038,7.0,30118,195,119,189,4,279,30066,838
2836,28598.0,26063-2020,26063,31351,1.0041552131944,15708,15643,49.4,1501,3055,9351,8912,8170,7.0,30534,209,129,188,4,287,30512,839
2837,29914.0,26063-2021,26063,31252,1.0033333333333334,15652,15600,49.6,1466,3020,9394,8751,8272,7.0,30409,228,128,191,4,292,30408,844
2838,29380.0,26065-2019,26065,291426,0.9517530053912868,142111,149315,32.7,16016,28456,139360,63578,40934,2.0,220596,36129,1819,19966,215,12701,267867,23559
2839,30721.0,26065-2020,26065,284520,0.959652590761008,139331,145189,32.9,15286,28303,135840,61844,40076,2.0,215381,35194,1843,19032,238,12832,261080,23440
2840,33141.0,26065-2021,26065,284034,0.9584769837548612,139006,145028,33.0,14935,28150,135910,60785,41014,2.0,214966,35370,1864,18575,249,13010,260604,23430
2841,24864.0,26067-2019,26067,64654,1.1731706497260597,34903,29751,38.7,3679,7185,25890,17267,9793,4.0,59634,3135,444,303,22,1116,61461,3193
2842,25997.0,26067-2020,26067,66861,1.1717283268912204,36074,30787,38.8,3715,7515,26722,17882,10131,4.0,61714,3140,456,317,21,1213,63442,3419
2843,27317.0,26067-2021,26067,67197,1.1797391981315688,36369,30828,39.0,3611,7374,27009,17842,10453,4.0,61846,3262,480,316,21,1272,63723,3474
2844,25264.0,26069-2019,26069,25244,0.9878730608709348,12545,12699,53.5,1200,2060,6854,7300,7594,7.0,24069,207,246,207,13,502,24562,682
2845,25022.0,26069-2020,26069,25191,1.0122214234363769,12672,12519,53.4,1198,2109,6868,7197,7572,7.0,24011,230,230,199,14,507,24529,662
2846,26336.0,26069-2021,26069,25369,1.0126140420468068,12764,12605,53.3,1213,2125,6983,7157,7638,7.0,24139,243,244,203,16,524,24672,697
2847,25944.0,26071-2019,26071,11053,0.982245337159254,5477,5576,54.7,473,949,2860,3200,3447,7.0,10603,45,177,49,2,177,10792,261
2848,28556.0,26071-2020,26071,11637,0.9967398764584764,5809,5828,54.1,506,1048,3079,3327,3559,7.0,11142,53,186,53,2,201,11366,271
2849,28723.0,26071-2021,26071,11635,1.0084584843776971,5842,5793,54.0,496,1057,3115,3235,3615,7.0,11123,56,199,55,2,200,11377,258
2850,23888.0,26073-2019,26073,69635,0.9464165921288016,33859,35776,29.5,3214,6109,36028,14371,9220,4.0,61475,1832,2812,1225,31,2260,66777,2858
2851,24297.0,26073-2020,26073,64488,0.9580385608015788,31553,32935,30.1,2897,5813,33027,13385,8665,4.0,56865,1725,2617,1111,31,2139,61677,2811
2852,26156.0,26073-2021,26073,64813,0.9581558355237318,31714,33099,30.2,2918,5814,33278,13222,8899,4.0,57089,1777,2620,1095,30,2202,61901,2912
2853,28364.0,26075-2019,26075,158357,1.046405541268754,80974,77383,41.1,8988,16818,58452,43355,28773,3.0,138419,12867,668,1463,86,4854,152519,5838
2854,29141.0,26075-2020,26075,160200,1.04911742133538,82020,78180,41.2,8866,17415,58938,43734,29230,3.0,140104,12816,691,1436,95,5058,154106,6094
2855,30987.0,26075-2021,26075,160050,1.0551375227920594,82172,77878,41.3,8624,17269,59196,42996,29929,3.0,139669,12921,700,1409,99,5252,153864,6186
2856,31975.0,26077-2019,26077,265531,0.9570097728512256,129849,135682,34.6,15728,28629,117652,59436,40842,2.0,215202,31568,1389,7487,165,9720,251440,14091
2857,33450.0,26077-2020,26077,261629,0.9665291150848234,128588,133041,34.8,15143,28695,115975,58308,40250,2.0,211860,30928,1388,7381,178,9894,247389,14240
2858,34928.0,26077-2021,26077,261108,0.9659378388146006,128292,132816,34.9,14820,28347,116078,57320,41262,2.0,211203,30784,1396,7376,192,10157,246550,14558
2859,24358.0,26079-2019,26079,17984,1.041548416392326,9175,8809,44.1,941,1931,6087,5165,3652,7.0,17212,131,171,101,8,361,17590,394
2860,25301.0,26079-2020,26079,17925,1.0497427101200687,9180,8745,44.2,939,1928,6034,5133,3673,7.0,17094,135,184,112,11,389,17521,404
2861,27028.0,26079-2021,26079,17979,1.048655423883318,9203,8776,44.6,886,1908,6063,5129,3768,7.0,17115,140,179,118,11,416,17563,416
2862,32524.0,26081-2019,26081,656800,0.9739966218450016,324074,332726,35.6,43224,78744,276214,157381,92501,2.0,538856,69925,4689,22142,558,20630,585212,71588
2863,33629.0,26081-2020,26081,658040,0.9858224517079148,326671,331369,35.7,42266,79758,277077,156977,92877,2.0,539234,70137,4791,22191,580,21107,584738,73302
2864,35751.0,26081-2021,26081,658046,0.9852714020225424,326582,331464,36.0,40930,78687,278796,154577,95764,2.0,538312,70504,4851,22490,578,21311,583808,74238
2865,34608.0,26083-2019,26083,2085,1.0441176470588236,1065,1020,58.2,79,154,488,577,771,9.0,2030,8,7,2,0,38,2054,31
2866,35765.0,26083-2020,26083,2055,1.046812749003984,1051,1004,57.6,89,157,486,554,747,9.0,1999,10,8,2,0,36,2024,31
2867,39476.0,26083-2021,26083,2107,1.0201342281879195,1064,1043,57.0,82,163,525,552,762,9.0,2043,7,8,5,0,44,2070,37
2868,20461.0,26085-2019,26085,11752,1.0248104755341143,5948,5804,54.3,530,957,2940,3707,3500,9.0,10334,933,101,36,2,346,11464,288
